"TID","NOTRANS","TGLORDER","TGLTRANS","TGLESTIMASI","KODE","JENIS","KODEKARYAWAN","KODESALES","KODEPELANGGAN","KODEPEMASOK","CATATAN","JMLTRANS","DISKONPERSEN","DISKONNILAI","BIAYA","TOTALNILAIBELI","TOTALTRANS","JMLBAYAR","SISA","CARABAYAR","KARTU","NOREFKARTU","STATUS","NOREF","POSTED","JNSSTOK","BAYARLAIN1","BAYARLAIN2","KETBAYARLAIN1","KETBAYARLAIN2","TAHUN","BULAN","TGLJTHTEMPO","TGLUPLOAD","TGLUPDATE","JAMUPLOAD","JAMUPDATE","DP"
1808,SO2605-00011,2026-05-06,,2026-05-06,SO,Sales Order,E002,"",C2605003,,"",1852059.0,0.00,0.0,0.0,0.0,1852059.0,0.0,-1852059.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1809,SO2605-00012,2026-05-07,,2026-05-07,SO,Sales Order,E002,"",C2507015,,"",11200.0,0.00,0.0,0.0,0.0,11200.0,0.0,-11200.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1810,SO2605-00013,2026-05-07,,2026-05-07,SO,Sales Order,E002,"",C2508011,,"",85800.0,0.00,0.0,0.0,0.0,85800.0,0.0,-85800.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1811,SO2605-00014,2026-05-07,,2026-05-07,SO,Sales Order,E002,"",C2510001,,"",50000.0,0.00,0.0,0.0,0.0,50000.0,0.0,-50000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1812,TJ2605-00010,,2026-05-07,,TJ,Sales,E002,"",C2510001,,"",50000.0,0.00,0.0,0.0,18000.0,50000.0,50000.0,0.0,Tunai,,,4,SO2605-00014,0,Keluar,0.0,0.0,,,"2026","05",2026-08-04,,,,,0.0
1813,SO2605-00015,2026-05-07,,2026-05-07,SO,Sales Order,E002,"",C2603007,,"",32000.0,0.00,0.0,0.0,0.0,32000.0,0.0,-32000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1814,TJ2605-00011,,2026-05-08,,TJ,Sales,E002,"",C2603007,,"",32000.0,0.00,0.0,0.0,23800.0,32000.0,32000.0,0.0,Tunai,,,4,SO2605-00015,0,Keluar,0.0,0.0,,,"2026","05",2026-09-04,,,,,0.0
1815,SO2605-00016,2026-05-08,,2026-05-08,SO,Sales Order,E002,"",C2507013,,"",2000000.0,0.00,0.0,0.0,0.0,2000000.0,0.0,-2000000.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1816,TJ2605-00012,,2026-05-08,,TJ,Sales,E002,"",C2510011,,"",193056.0,0.00,0.0,0.0,81396.0,193056.0,193056.0,0.0,Tunai,,,4,SO2604-00011,0,Keluar,0.0,0.0,,,"2026","05",2026-09-04,,,,,0.0
1817,TJ2605-00013,,2026-05-08,,TJ,Sales,E002,"",C2508011,,"",85800.0,0.00,0.0,0.0,0.0,85800.0,85800.0,0.0,Tunai,,,4,SO2605-00013,0,Keluar,0.0,0.0,,,"2026","05",2026-09-04,,,,,0.0
1818,SO2605-00017,2026-05-09,,2026-05-09,SO,Sales Order,E002,"",C2507018,,"",605000.0,0.00,0.0,0.0,0.0,605000.0,0.0,-605000.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1819,SO2605-00018,2026-05-09,,2026-05-09,SO,Sales Order,E002,"",C2605004,,"",65000.0,0.00,0.0,0.0,0.0,65000.0,0.0,-65000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1820,SO2605-00019,2026-05-09,,2026-05-09,SO,Sales Order,E002,"",C2507015,,"",25600.0,0.00,0.0,0.0,0.0,25600.0,0.0,-25600.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1821,SO2605-00020,2026-05-09,,2026-05-09,SO,Sales Order,E002,"",C2605005,,"",75000.0,0.00,0.0,0.0,0.0,75000.0,0.0,-75000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1822,TJ2605-00014,,2026-05-09,,TJ,Sales,E002,"",C2605005,,"",75000.0,0.00,0.0,0.0,18000.0,75000.0,75000.0,0.0,Tunai,,,4,SO2605-00020,0,Keluar,0.0,0.0,,,"2026","05",2026-10-05,,,,,0.0
1823,SO2605-00021,2026-05-09,,2026-05-09,SO,Sales Order,E002,"",C2605005,,"",75000.0,0.00,0.0,0.0,0.0,75000.0,0.0,-75000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1824,TJ2605-00015,,2026-05-09,,TJ,Sales,E002,"",C2605005,,"",75000.0,0.00,0.0,0.0,18000.0,75000.0,75000.0,0.0,Tunai,,,4,SO2605-00021,0,Keluar,0.0,0.0,,,"2026","05",2026-10-05,,,,,0.0
1825,SO2605-00022,2026-05-09,,2026-05-09,SO,Sales Order,E002,"",C2509003,,"",659397.5,0.00,0.0,0.0,0.0,659397.5,0.0,-659397.5,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1826,TJ2605-00016,,2026-05-11,,TJ,Sales,E002,"",C2507015,,"",11200.0,0.00,0.0,0.0,4165.0,11200.0,11200.0,0.0,Tunai,,,4,SO2605-00012,0,Keluar,0.0,0.0,,,"2026","05",2026-12-05,,,,,0.0
1827,TJ2605-00017,,2026-05-11,,TJ,Sales,E002,"",C2507015,,"",25600.0,0.00,0.0,0.0,19040.0,25600.0,25600.0,0.0,Tunai,,,4,SO2605-00019,0,Keluar,0.0,0.0,,,"2026","05",2026-12-05,,,,,0.0
1828,SO2605-00023,2026-05-09,,2026-05-09,SO,Sales Order,E002,"",C2605003,,"",105220.0,0.00,0.0,0.0,0.0,105220.0,0.0,-105220.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1829,SO2605-00024,2026-05-09,,2026-05-09,SO,Sales Order,E002,"",C2605003,,"",133932.0,0.00,0.0,0.0,0.0,133932.0,0.0,-133932.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1830,SO2605-00025,2026-05-09,,2026-05-09,SO,Sales Order,E002,"",C2605003,,"",251967.0,0.00,0.0,0.0,0.0,251967.0,0.0,-251967.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1831,SO2605-00026,2026-05-11,,2026-05-11,SO,Sales Order,E002,"",C2509011,,"",78000.0,0.00,0.0,0.0,0.0,78000.0,0.0,-78000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1832,SO2605-00027,2026-05-11,,2026-05-11,SO,Sales Order,E002,"",C2509011,,"",45000.0,0.00,0.0,0.0,0.0,45000.0,0.0,-45000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1833,SO2605-00028,2026-05-11,,2026-05-11,SO,Sales Order,E002,"",C2507014,,"",28200000,0.00,0.0,0.0,0.0,28200000,0.0,-28200000,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1834,SO2605-00029,2026-05-11,,2026-05-11,SO,Sales Order,E002,"",C2510011,,"",139703.0,0.00,0.0,0.0,0.0,139703.0,0.0,-139703.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1835,SO2605-00030,2026-05-11,,2026-05-11,SO,Sales Order,E002,"",C2507015,,"",228240.0,0.00,0.0,0.0,0.0,228240.0,0.0,-228240.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1836,SO2605-00031,2026-05-11,,2026-05-11,SO,Sales Order,E002,"",C2509003,,"",3380000.0,0.00,0.0,0.0,0.0,3380000.0,0.0,-3380000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1837,SO2605-00032,2026-05-11,,2026-05-11,SO,Sales Order,E002,"",C2604006,,"",36000.0,0.00,0.0,0.0,0.0,36000.0,0.0,-36000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1838,SO2605-00033,2026-05-11,,2026-05-11,SO,Sales Order,E002,"",C2509008,,"",112000.0,0.00,0.0,0.0,0.0,112000.0,0.0,-112000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1839,TJ2605-00018,,2026-05-11,,TJ,Sales,E002,"",C2509011,,"",78000.0,0.00,0.0,0.0,0.0,78000.0,78000.0,0.0,Tunai,,,4,SO2605-00026,0,Keluar,0.0,0.0,,,"2026","05",2026-12-05,,,,,0.0
1840,TJ2605-00019,,2026-05-11,,TJ,Sales,E002,"",C2509011,,"",45000.0,0.00,0.0,0.0,0.0,45000.0,45000.0,0.0,Tunai,,,4,SO2605-00027,0,Keluar,0.0,0.0,,,"2026","05",2026-12-05,,,,,0.0
1841,TJ2605-00020,,2026-05-11,,TJ,Sales,E002,"",C2604006,,"",36000.0,0.00,0.0,0.0,26775.0,36000.0,36000.0,0.0,Tunai,,,4,SO2605-00032,0,Keluar,0.0,0.0,,,"2026","05",2026-12-05,,,,,0.0
1842,TJ2605-00021,,2026-05-11,,TJ,Sales,E002,"",C2509008,,"",112000.0,0.00,0.0,0.0,83300.0,112000.0,112000.0,0.0,Tunai,,,4,SO2605-00033,0,Keluar,0.0,0.0,,,"2026","05",2026-12-05,,,,,0.0
1843,SO2605-00034,2026-05-12,,2026-05-12,SO,Sales Order,E002,"",C2507015,,"",849152.0,0.00,0.0,0.0,0.0,849152.0,0.0,-849152.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1844,SO2605-00035,2026-05-12,,2026-05-12,SO,Sales Order,E002,"",C2602007,,"",104800.0,0.00,0.0,0.0,0.0,104800.0,0.0,-104800.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1845,SO2605-00036,2026-05-12,,2026-05-12,SO,Sales Order,E002,"",C2509006,,"",42900.0,0.00,0.0,0.0,0.0,42900.0,0.0,-42900.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1846,SO2605-00037,2026-05-12,,2026-05-12,SO,Sales Order,E002,"",C2603001,,"",20000.0,0.00,0.0,0.0,0.0,20000.0,0.0,-20000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1847,TJ2605-00022,,2026-05-12,,TJ,Sales,E002,"",C2602007,,"",104800.0,0.00,0.0,0.0,77945.0,104800.0,104800.0,0.0,Tunai,,,4,SO2605-00035,0,Keluar,0.0,0.0,,,"2026","05",2027-01-04,,,,,0.0
1848,TJ2605-00023,,2026-05-12,,TJ,Sales,E002,"",C2603001,,"",20000.0,0.00,0.0,0.0,11900.0,20000.0,20000.0,0.0,Tunai,,,4,SO2605-00037,0,Keluar,0.0,0.0,,,"2026","05",2027-01-04,,,,,0.0
1849,SO2605-00038,2026-05-12,,2026-05-12,SO,Sales Order,E002,"",C2507014,,"",188000.0,0.00,0.0,0.0,0.0,188000.0,0.0,-188000.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1850,SO2605-00039,2026-05-12,,2026-05-12,SO,Sales Order,E002,"",C2507018,,"",151000.0,0.00,0.0,0.0,0.0,151000.0,0.0,-151000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1851,SO2605-00040,2026-05-12,,2026-05-12,SO,Sales Order,E002,"",C2509001,,"",448018.0,0.00,0.0,0.0,0.0,448018.0,0.0,-448018.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1852,SO2605-00041,2026-05-12,,2026-05-12,SO,Sales Order,E002,"",C2509003,,"",465817.5,0.00,0.0,0.0,0.0,465817.5,0.0,-465817.5,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1854,SO2605-00042,2026-05-12,,2026-05-12,SO,Sales Order,E002,"",C2605006,,"",1532934.0,0.00,0.0,0.0,0.0,1532934.0,0.0,-1532934.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1855,TJ2605-00024,,2026-05-13,,TJ,Sales,E002,"",C2509006,,"",42900.0,0.00,0.0,0.0,1249.5,42900.0,42900.0,0.0,Tunai,,,4,SO2605-00036,0,Keluar,0.0,0.0,,,"2026","05",2026-06-12,,,,,0.0
1856,TJ2605-00025,,2026-05-13,,TJ,Sales,E002,"",C2507018,,"",151000.0,0.00,0.0,0.0,107100.0,151000.0,151000.0,0.0,Tunai,,,4,SO2605-00039,0,Keluar,0.0,0.0,,,"2026","05",2026-06-12,,,,,0.0
1857,SO2605-00043,2026-05-13,,2026-05-13,SO,Sales Order,E002,"",C2507015,,"",289705.6,0.00,0.0,0.0,0.0,289705.6,0.0,-289705.6,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1858,SO2605-00044,2026-05-13,,2026-05-13,SO,Sales Order,E002,"",C2507017,,"",72000.0,0.00,0.0,0.0,0.0,72000.0,0.0,-72000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1859,SO2605-00045,2026-05-13,,2026-05-13,SO,Sales Order,E002,"",C2605003,,"",372740.0,0.00,0.0,0.0,0.0,372740.0,0.0,-372740.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1860,TJ2605-00026,,2026-05-15,,TJ,Sales,E002,"",C2605004,,"",65000.0,0.00,0.0,0.0,29900.0,65000.0,65000.0,0.0,Tunai,,,4,SO2605-00018,0,Keluar,0.0,0.0,,,"2026","05",2026-06-14,,,,,0.0
1861,SO2605-00046,2026-05-15,,2026-05-15,SO,Sales Order,E002,"",C2509003,,"",530000.0,0.00,0.0,0.0,0.0,530000.0,0.0,-530000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1862,TJ2605-00027,,2026-05-15,,TJ,Sales,E002,"",C2509003,,"",18300000,0.00,0.0,0.0,0.0,18300000,18300000,0.0,Tunai,,,4,SO2604-00057,0,Keluar,0.0,0.0,,,"2026","05",2026-06-14,,,,,0.0
1863,TJ2605-00028,,2026-05-15,,TJ,Sales,E002,"",C2509003,,"",36600.0,0.00,0.0,0.0,1451.8,36600.0,36600.0,0.0,Tunai,,,4,SO2604-00061,0,Keluar,0.0,0.0,,,"2026","05",2026-06-14,,,,,0.0
1864,SO2605-00047,2026-05-15,,2026-05-15,SO,Sales Order,E002,"",C2507015,,"",482662.5,0.00,0.0,0.0,0.0,482662.5,0.0,-482662.5,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1865,SO2605-00048,2026-05-15,,2026-05-15,SO,Sales Order,E002,"",C2507018,,"",180000.0,0.00,0.0,0.0,0.0,180000.0,0.0,-180000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1866,SO2605-00049,2026-05-15,,2026-05-15,SO,Sales Order,E002,"",C2507017,,"",40000.0,0.00,0.0,0.0,0.0,40000.0,0.0,-40000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1867,SO2605-00050,2026-05-16,,2026-05-16,SO,Sales Order,E002,"",C2605007,,"",25000.0,0.00,0.0,0.0,0.0,25000.0,0.0,-25000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1868,TJ2605-00029,,2026-05-16,,TJ,Sales,E002,"",C2605007,,"",25000.0,0.00,0.0,0.0,0.0,25000.0,25000.0,0.0,Tunai,,,4,SO2605-00050,0,Keluar,0.0,0.0,,,"2026","05",2026-06-15,,,,,0.0
1869,SO2605-00051,2026-05-16,,2026-05-16,SO,Sales Order,E002,"",C2605008,,"",296000.0,0.00,0.0,0.0,0.0,296000.0,0.0,-296000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1870,TJ2605-00030,,2026-05-18,,TJ,Sales,E002,"",C2507018,,"",180000.0,0.00,0.0,0.0,120900.0,180000.0,180000.0,0.0,Tunai,,,4,SO2605-00048,0,Keluar,0.0,0.0,,,"2026","05",2026-06-17,,,,,0.0
1871,TJ2605-00031,,2026-05-18,,TJ,Sales,E002,"",C2605008,,"",296000.0,0.00,0.0,0.0,11900.0,296000.0,296000.0,0.0,Tunai,,,4,SO2605-00051,0,Keluar,0.0,0.0,,,"2026","05",2026-06-17,,,,,0.0
1872,SO2605-00052,2026-05-18,,2026-05-18,SO,Sales Order,E002,"",C2605011,,"",4412390.0,0.00,0.0,0.0,0.0,4412390.0,0.0,-4412390.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1873,SO2605-00053,2026-05-18,,2026-05-18,SO,Sales Order,E002,"",C2507015,,"",217600.0,0.00,0.0,0.0,0.0,217600.0,0.0,-217600.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1874,SO2605-00054,2026-05-19,,2026-05-19,SO,Sales Order,E002,"",C2507007,,"",48000.0,0.00,0.0,0.0,0.0,48000.0,0.0,-48000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1875,TJ2605-00032,,2026-05-19,,TJ,Sales,E002,"",C2507007,,"",48000.0,0.00,0.0,0.0,35700.0,48000.0,48000.0,0.0,Tunai,,,4,SO2605-00054,0,Keluar,0.0,0.0,,,"2026","05",2026-06-18,,,,,0.0
1876,SO2605-00055,2026-05-19,,2026-05-19,SO,Sales Order,E002,"",C2507015,,"",7200.0,0.00,0.0,0.0,0.0,7200.0,0.0,-7200.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1877,SO2605-00056,2026-05-19,,2026-05-19,SO,Sales Order,E002,"",C2605007,,"",27300.0,0.00,0.0,0.0,0.0,27300.0,0.0,-27300.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1878,SO2605-00057,2026-05-19,,2026-05-19,SO,Sales Order,E002,"",C2511006,,"",91125.0,0.00,0.0,0.0,0.0,91125.0,0.0,-91125.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1879,SO2605-00058,2026-05-19,,2026-05-19,SO,Sales Order,E002,"",C2605009,,"",32000.0,0.00,0.0,0.0,0.0,32000.0,0.0,-32000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1880,SO2605-00059,2026-05-19,,2026-05-19,SO,Sales Order,E002,"",C2507014,,"",512000.0,0.00,0.0,0.0,0.0,512000.0,0.0,-512000.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1881,SO2605-00060,2026-05-19,,2026-05-19,SO,Sales Order,E002,"",C2602004,,"",15000.0,0.00,0.0,0.0,0.0,15000.0,0.0,-15000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1882,TJ2605-00033,,2026-05-20,,TJ,Sales,E002,"",C2602004,,"",15000.0,0.00,0.0,0.0,0.0,15000.0,15000.0,0.0,Tunai,,,4,SO2605-00060,0,Keluar,0.0,0.0,,,"2026","05",2026-06-19,,,,,0.0
1883,TJ2605-00034,,2026-05-20,,TJ,Sales,E002,"",C2511006,,"",91125.0,0.00,0.0,0.0,13365.0,91125.0,91125.0,0.0,Tunai,,,4,SO2605-00057,0,Keluar,0.0,0.0,,,"2026","05",2026-06-19,,,,,0.0
1884,TJ2605-00035,,2026-05-20,,TJ,Sales,E002,"",C2602001,,"",13914100,0.00,0.0,0.0,0.0,13914100,13914100,0.0,Tunai,,,4,SO2602-00014,0,Keluar,0.0,0.0,,,"2026","05",2026-06-19,,,,,0.0
1885,TJ2605-00036,,2026-05-20,,TJ,Sales,E002,"",C2603004,,"",850000.0,0.00,0.0,0.0,0.0,850000.0,850000.0,0.0,Tunai,,,4,SO2603-00038,0,Keluar,0.0,0.0,,,"2026","05",2026-06-19,,,,,0.0
1886,TJ2605-00037,,2026-05-20,,TJ,Sales,E002,"",C2605009,,"",32000.0,0.00,0.0,0.0,23800.0,32000.0,32000.0,0.0,Tunai,,,4,SO2605-00058,0,Keluar,0.0,0.0,,,"2026","05",2026-06-19,,,,,0.0
1887,SO2605-00061,2026-05-20,,2026-05-20,SO,Sales Order,E002,"",C2605008,,"",700000.0,0.00,0.0,0.0,0.0,700000.0,0.0,-700000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1888,SO2605-00062,2026-05-20,,2026-05-20,SO,Sales Order,E002,"",C2509003,,"",648770.0,0.00,0.0,0.0,0.0,648770.0,0.0,-648770.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1889,SO2605-00063,2026-05-20,,2026-05-20,SO,Sales Order,E002,"",C2507015,,"",48000.0,0.00,0.0,0.0,0.0,48000.0,0.0,-48000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1890,SO2605-00064,2026-05-20,,2026-05-20,SO,Sales Order,E002,"",C2605010,,"",256000.0,0.00,0.0,0.0,0.0,256000.0,0.0,-256000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1891,TJ2605-00038,,2026-05-20,,TJ,Sales,E002,"",C2605008,,"",700000.0,0.00,0.0,0.0,0.0,700000.0,700000.0,0.0,Tunai,,,4,SO2605-00061,0,Keluar,0.0,0.0,,,"2026","05",2026-06-19,,,,,0.0
1892,TJ2605-00039,,2026-05-21,,TJ,Sales,E002,"",C2605010,,"",256000.0,0.00,0.0,0.0,23800.0,256000.0,256000.0,0.0,Tunai,,,4,SO2605-00064,0,Keluar,0.0,0.0,,,"2026","05",2026-06-20,,,,,0.0
1893,SO2605-00065,2026-05-21,,2026-05-21,SO,Sales Order,E002,"",C2507013,,"",42840.0,0.00,0.0,0.0,0.0,42840.0,0.0,-42840.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1894,SO2605-00066,2026-05-21,,2026-05-21,SO,Sales Order,E002,"",C2507015,,"",5677936.0,0.00,0.0,0.0,0.0,5677936.0,0.0,-5677936.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1895,SO2605-00067,2026-05-21,,2026-05-21,SO,Sales Order,E002,"",C2509003,,"",69660.0,0.00,0.0,0.0,0.0,69660.0,0.0,-69660.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1896,SO2605-00068,2026-05-22,,2026-05-22,SO,Sales Order,E002,"",C2507015,,"",1606777.6,0.00,0.0,0.0,0.0,1606777.6,0.0,-1606777.6,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1897,SO2605-00069,2026-05-22,,2026-05-22,SO,Sales Order,E002,"",C2507014,,"",1050710.0,0.00,0.0,0.0,0.0,1050710.0,0.0,-1050710.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1898,SO2605-00070,2026-05-22,,2026-05-22,SO,Sales Order,E002,"",C2605003,,"",109200.0,0.00,0.0,0.0,0.0,109200.0,0.0,-109200.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1899,SO2605-00071,2026-05-23,,2026-05-23,SO,Sales Order,E002,"",C2507015,,"",195200.0,0.00,0.0,0.0,0.0,195200.0,0.0,-195200.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1900,SO2605-00072,2026-05-23,,2026-05-23,SO,Sales Order,E002,"",C2507014,,"",700686.0,0.00,0.0,0.0,0.0,700686.0,0.0,-700686.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1901,SO2605-00073,2026-05-23,,2026-05-23,SO,Sales Order,E002,"",C2508013,,"",55000.0,0.00,0.0,0.0,0.0,55000.0,0.0,-55000.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1902,SO2605-00074,2026-05-23,,2026-05-23,SO,Sales Order,E002,"",C2507007,,"",20000.0,0.00,0.0,0.0,0.0,20000.0,0.0,-20000.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1903,TJ2605-00040,,2026-05-23,,TJ,Sales,E002,"",C2508013,,"",55000.0,0.00,0.0,0.0,0.0,55000.0,55000.0,0.0,Tunai,,,4,SO2605-00073,0,Keluar,0.0,0.0,,,"2026","05",2026-06-22,,,,,0.0
1904,SO2605-00075,2026-05-23,,2026-05-23,SO,Sales Order,E002,"",C2605003,,"",125752.0,0.00,0.0,0.0,0.0,125752.0,0.0,-125752.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1905,TJ2605-00041,,2026-05-25,,TJ,Sales,E002,"",C2605007,,"",27300.0,0.00,0.0,0.0,0.0,27300.0,27300.0,0.0,Tunai,,,4,SO2605-00056,0,Keluar,0.0,0.0,,,"2026","05",2026-06-24,,,,,0.0
1906,SO2605-00076,2026-05-25,,2026-05-25,SO,Sales Order,E002,"",C2507015,,"",478720.0,0.00,0.0,0.0,0.0,478720.0,0.0,-478720.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1907,SO2605-00077,2026-05-25,,2026-05-25,SO,Sales Order,E002,"",C2507013,,"",2500000.0,0.00,0.0,0.0,0.0,2500000.0,0.0,-2500000.0,,,,2,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1908,TJ2605-00042,,2026-05-25,,TJ,Sales,E002,"",C2507015,,"",228240.0,0.00,0.0,0.0,51408.0,228240.0,228240.0,0.0,Tunai,,,4,SO2605-00030,0,Keluar,0.0,0.0,,,"2026","05",2026-06-24,,,,,0.0
1909,TJ2605-00043,,2026-05-25,,TJ,Sales,E002,"",C2507015,,"",849152.0,0.00,0.0,0.0,631556.8,849152.0,849152.0,0.0,Tunai,,,4,SO2605-00034,0,Keluar,0.0,0.0,,,"2026","05",2026-06-24,,,,,0.0
1910,TJ2605-00044,,2026-05-25,,TJ,Sales,E002,"",C2507015,,"",289706.0,0.00,0.0,0.0,215468.54,289706.0,289706.0,0.0,Tunai,,,4,SO2605-00043,0,Keluar,0.0,0.0,,,"2026","05",2026-06-24,,,,,0.0
1911,TJ2605-00045,,2026-05-25,,TJ,Sales,E002,"",C2507015,,"",482663.0,0.00,0.0,0.0,212371.5,482663.0,482663.0,0.0,Tunai,,,4,SO2605-00047,0,Keluar,0.0,0.0,,,"2026","05",2026-06-24,,,,,0.0
1912,TJ2605-00046,,2026-05-25,,TJ,Sales,E002,"",C2507015,,"",217600.0,0.00,0.0,0.0,161840.0,217600.0,217600.0,0.0,Tunai,,,4,SO2605-00053,0,Keluar,0.0,0.0,,,"2026","05",2026-06-24,,,,,0.0
1913,TJ2605-00047,,2026-05-25,,TJ,Sales,E002,"",C2507015,,"",7200.0,0.00,0.0,0.0,5355.0,7200.0,7200.0,0.0,Tunai,,,4,SO2605-00055,0,Keluar,0.0,0.0,,,"2026","05",2026-06-24,,,,,0.0
1914,TJ2605-00048,,2026-05-25,,TJ,Sales,E002,"",C2507015,,"",48000.0,0.00,0.0,0.0,35700.0,48000.0,48000.0,0.0,Tunai,,,4,SO2605-00063,0,Keluar,0.0,0.0,,,"2026","05",2026-06-24,,,,,0.0
1915,TJ2605-00049,,2026-05-25,,TJ,Sales,E002,"",C2507015,,"",1606778.0,0.00,0.0,0.0,135940.84,1606778.0,1606778.0,0.0,Tunai,,,4,SO2605-00068,0,Keluar,0.0,0.0,,,"2026","05",2026-06-24,,,,,0.0
1916,SO2605-00078,2026-05-26,,2026-05-26,SO,Sales Order,E002,"",C2507015,,"",130240.0,0.00,0.0,0.0,0.0,130240.0,0.0,-130240.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1917,SO2605-00079,2026-05-26,,2026-05-26,SO,Sales Order,E002,"",C2507018,,"",259200.0,0.00,0.0,0.0,0.0,259200.0,0.0,-259200.0,,,,4,,0,,0.0,0.0,,,"2026","05",,,,,,0.0
1918,TJ2605-00050,,2026-05-28,,TJ,Sales,E002,"",C2507015,,"",5677936.0,0.00,0.0,0.0,449663.4,5677936.0,5677936.0,0.0,Tunai,,,4,SO2605-00066,0,Keluar,0.0,0.0,,,"2026","05",2026-06-27,,,,,0.0
